ix|lang|bench|platform|transform|new_method|es_mode|js_args|estimator|time_per_elapsed|yield_interval|resample_interval|running_time|num_yields
6|ocaml|kahan_sum|native|NA|NA|NA|NA|NA|NA|NA|NA|1112|NA
6|ocaml|kb|native|NA|NA|NA|NA|NA|NA|NA|NA|74|NA
6|ocaml|lens|native|NA|NA|NA|NA|NA|NA|NA|NA|11|NA
6|ocaml|list_main|native|NA|NA|NA|NA|NA|NA|NA|NA|644|NA
6|ocaml|mandelbrot|native|NA|NA|NA|NA|NA|NA|NA|NA|94|NA
6|ocaml|nbody|native|NA|NA|NA|NA|NA|NA|NA|NA|5403|NA
6|ocaml|nucleic|native|NA|NA|NA|NA|NA|NA|NA|NA|2454|NA
6|ocaml|nullable_array|native|NA|NA|NA|NA|NA|NA|NA|NA|881|NA
6|ocaml|sequence|native|NA|NA|NA|NA|NA|NA|NA|NA|469|NA
6|ocaml|spectral_norm|native|NA|NA|NA|NA|NA|NA|NA|NA|11820|NA
6|ocaml|vector_functor|native|NA|NA|NA|NA|NA|NA|NA|NA|16|NA
7|ocaml|almabench|native|NA|NA|NA|NA|NA|NA|NA|NA|1979|NA
7|ocaml|bdd|native|NA|NA|NA|NA|NA|NA|NA|NA|1067|NA
7|ocaml|binarytrees|native|NA|NA|NA|NA|NA|NA|NA|NA|707|NA
7|ocaml|boyer|native|NA|NA|NA|NA|NA|NA|NA|NA|139|NA
7|ocaml|fannkuch_redux|native|NA|NA|NA|NA|NA|NA|NA|NA|3543|NA
7|ocaml|fft|native|NA|NA|NA|NA|NA|NA|NA|NA|492|NA
7|ocaml|fibonnaci|native|NA|NA|NA|NA|NA|NA|NA|NA|2666|NA
7|ocaml|format_main|native|NA|NA|NA|NA|NA|NA|NA|NA|19|NA
7|ocaml|hamming|native|NA|NA|NA|NA|NA|NA|NA|NA|651|NA
7|ocaml|kahan_sum|native|NA|NA|NA|NA|NA|NA|NA|NA|1112|NA
7|ocaml|kb|native|NA|NA|NA|NA|NA|NA|NA|NA|74|NA
