Language,Benchmark,Platform,Transform,NewMethod,EsMode,Estimator,TimePerElapsed,YieldInterval
python_pyjs,binary_trees,native,NA,NA,NA,NA,NA,NA,367,NA
python_pyjs,binary_trees,chrome,lazy,direct,es5,countdown,NA,NA,21590,0
python_pyjs,binary_trees,chrome,lazy,direct,sane,countdown,NA,1000000,10533,16
python_pyjs,binary_trees,chrome,lazy,wrapper,sane,countdown,NA,1000000,2310,16
python_pyjs,binary_trees,firefox,lazy,direct,sane,countdown,NA,1000000,5204,16
python_pyjs,binary_trees,firefox,lazy,wrapper,sane,countdown,NA,1000000,6031,16
python_pyjs,deltablue,native,NA,NA,NA,NA,NA,NA,583,NA
python_pyjs,deltablue,chrome,lazy,direct,es5,countdown,NA,NA,36010,0
python_pyjs,deltablue,chrome,lazy,direct,sane,countdown,NA,1000000,11184,21
python_pyjs,deltablue,chrome,lazy,wrapper,sane,countdown,NA,1000000,7731,21
python_pyjs,deltablue,firefox,lazy,direct,sane,countdown,NA,1000000,8767,21
python_pyjs,deltablue,firefox,lazy,wrapper,sane,countdown,NA,1000000,8801,21
python_pyjs,fib,native,NA,NA,NA,NA,NA,NA,3715,NA
python_pyjs,fib,chrome,lazy,direct,es5,countdown,NA,NA,47285,0
python_pyjs,fib,chrome,lazy,direct,sane,countdown,NA,1000000,9588,276
python_pyjs,fib,chrome,lazy,wrapper,sane,countdown,NA,1000000,9320,276
python_pyjs,fib,firefox,lazy,direct,sane,countdown,NA,1000000,16000,276
python_pyjs,fib,firefox,lazy,wrapper,sane,countdown,NA,1000000,15800,276
python_pyjs,gcbench,native,NA,NA,NA,NA,NA,NA,18272,NA
python_pyjs,gcbench,chrome,lazy,wrapper,sane,countdown,NA,1000000,15058,107
python_pyjs,gcbench,firefox,lazy,direct,sane,countdown,NA,1000000,35758,107
python_pyjs,gcbench,firefox,lazy,wrapper,sane,countdown,NA,1000000,43502,107
python_pyjs,nbody,native,NA,NA,NA,NA,NA,NA,2068,NA
python_pyjs,nbody,chrome,lazy,direct,es5,countdown,NA,NA,55268,0
python_pyjs,nbody,chrome,lazy,direct,sane,countdown,NA,1000000,13563,74
python_pyjs,nbody,chrome,lazy,wrapper,sane,countdown,NA,1000000,11569,74
python_pyjs,nbody,firefox,lazy,direct,sane,countdown,NA,1000000,16604,74
python_pyjs,nbody,firefox,lazy,wrapper,sane,countdown,NA,1000000,17023,74
python_pyjs,pystone,native,NA,NA,NA,NA,NA,NA,206,NA
python_pyjs,pystone,chrome,lazy,direct,es5,countdown,NA,NA,11184,0
python_pyjs,pystone,chrome,lazy,direct,sane,countdown,NA,1000000,3452,8
python_pyjs,pystone,chrome,lazy,wrapper,sane,countdown,NA,1000000,2673,8
python_pyjs,pystone,firefox,lazy,direct,sane,countdown,NA,1000000,2900,8
python_pyjs,pystone,firefox,lazy,wrapper,sane,countdown,NA,1000000,3094,8
python_pyjs,raytrace_simple,native,NA,NA,NA,NA,NA,NA,4560,NA
python_pyjs,raytrace_simple,chrome,lazy,direct,es5,countdown,NA,NA,211139,0
python_pyjs,raytrace_simple,chrome,lazy,direct,sane,countdown,NA,1000000,63488,114
python_pyjs,raytrace_simple,chrome,lazy,wrapper,sane,countdown,NA,1000000,20039,114
python_pyjs,raytrace_simple,firefox,lazy,direct,sane,countdown,NA,1000000,64025,114
python_pyjs,raytrace_simple,firefox,lazy,wrapper,sane,countdown,NA,1000000,68097,114
python_pyjs,richards,native,NA,NA,NA,NA,NA,NA,1005,NA
python_pyjs,richards,chrome,lazy,direct,es5,countdown,NA,NA,35658,0
python_pyjs,richards,chrome,lazy,direct,sane,countdown,NA,1000000,6006,34
python_pyjs,richards,chrome,lazy,wrapper,sane,countdown,NA,1000000,5409,34
python_pyjs,richards,firefox,lazy,direct,sane,countdown,NA,1000000,10693,34
python_pyjs,richards,firefox,lazy,wrapper,sane,countdown,NA,1000000,11011,34
python_pyjs,schulze,native,NA,NA,NA,NA,NA,NA,5738,NA
python_pyjs,schulze,chrome,lazy,direct,sane,countdown,NA,1000000,207595,658
python_pyjs,schulze,chrome,lazy,wrapper,sane,countdown,NA,1000000,62855,658
python_pyjs,schulze,firefox,lazy,direct,sane,countdown,NA,1000000,181321,658
python_pyjs,schulze,firefox,lazy,wrapper,sane,countdown,NA,1000000,190855,658
python_pyjs,spectral_norm,native,NA,NA,NA,NA,NA,NA,171,NA
python_pyjs,spectral_norm,chrome,lazy,direct,es5,countdown,NA,NA,13444,0
python_pyjs,spectral_norm,chrome,lazy,direct,sane,countdown,NA,1000000,5527,10
python_pyjs,spectral_norm,chrome,lazy,wrapper,sane,countdown,NA,1000000,1692,10
python_pyjs,spectral_norm,firefox,lazy,direct,sane,countdown,NA,1000000,3061,10
python_pyjs,spectral_norm,firefox,lazy,wrapper,sane,countdown,NA,1000000,3241,10
python_pyjs,anagram,native,NA,NA,NA,NA,NA,NA,607,NA
python_pyjs,anagram,chrome,lazy,direct,es5,countdown,NA,NA,14374,0
python_pyjs,anagram,chrome,lazy,direct,sane,countdown,NA,1000000,5582,17
python_pyjs,anagram,chrome,lazy,wrapper,sane,countdown,NA,1000000,4503,17
python_pyjs,anagram,firefox,lazy,direct,sane,countdown,NA,1000000,7366,17
python_pyjs,anagram,firefox,lazy,wrapper,sane,countdown,NA,1000000,7835,17
python_pyjs,b,native,NA,NA,NA,NA,NA,NA,597,NA
python_pyjs,b,chrome,lazy,direct,es5,countdown,NA,NA,7272,0
python_pyjs,b,chrome,lazy,direct,sane,countdown,NA,1000000,1831,12
python_pyjs,b,chrome,lazy,wrapper,sane,countdown,NA,1000000,1737,12
python_pyjs,b,firefox,lazy,direct,sane,countdown,NA,1000000,1952,12
python_pyjs,b,firefox,lazy,wrapper,sane,countdown,NA,1000000,1918,12
python_pyjs,anagram,native,NA,NA,NA,NA,NA,NA,1113,NA
python_pyjs,anagram,chrome,original,NA,NA,NA,NA,NA,2712,0
python_pyjs,anagram,firefox,original,NA,NA,NA,NA,NA,4384,0
python_pyjs,anagram,chrome,lazy,direct,es5,countdown,NA,NA,21707,0
python_pyjs,anagram,chrome,lazy,direct,sane,countdown,NA,1000000,9799,17
python_pyjs,b,chrome,original,NA,NA,NA,NA,NA,701,0
python_pyjs,b,firefox,original,NA,NA,NA,NA,NA,870,0
python_pyjs,binary_trees,chrome,original,NA,NA,NA,NA,NA,6697,0
python_pyjs,binary_trees,firefox,original,NA,NA,NA,NA,NA,1613,0
python_pyjs,deltablue,chrome,original,NA,NA,NA,NA,NA,7186,0
python_pyjs,deltablue,firefox,original,NA,NA,NA,NA,NA,5899,0
python_pyjs,fib,chrome,original,NA,NA,NA,NA,NA,1372,0
python_pyjs,fib,firefox,original,NA,NA,NA,NA,NA,1079,0
python_pyjs,gcbench,chrome,original,NA,NA,NA,NA,NA,84381,0
python_pyjs,gcbench,firefox,original,NA,NA,NA,NA,NA,19708,0
python_pyjs,nbody,chrome,original,NA,NA,NA,NA,NA,2844,0
python_pyjs,nbody,firefox,original,NA,NA,NA,NA,NA,3297,0
python_pyjs,pystone,chrome,original,NA,NA,NA,NA,NA,1831,0
python_pyjs,pystone,firefox,original,NA,NA,NA,NA,NA,1516,0
python_pyjs,raytrace_simple,chrome,original,NA,NA,NA,NA,NA,42845,0
python_pyjs,raytrace_simple,firefox,original,NA,NA,NA,NA,NA,30572,0
python_pyjs,richards,chrome,original,NA,NA,NA,NA,NA,2700,0
python_pyjs,richards,firefox,original,NA,NA,NA,NA,NA,5572,0
python_pyjs,schulze,chrome,original,NA,NA,NA,NA,NA,120508,0
python_pyjs,schulze,firefox,original,NA,NA,NA,NA,NA,54369,0
python_pyjs,spectral_norm,chrome,original,NA,NA,NA,NA,NA,3469,0
python_pyjs,spectral_norm,firefox,original,NA,NA,NA,NA,NA,895,0
python_pyjs,anagram,chrome,original,NA,NA,NA,NA,NA,2934,0
python_pyjs,anagram,firefox,original,NA,NA,NA,NA,NA,4177,0
python_pyjs,b,chrome,original,NA,NA,NA,NA,NA,702,0
python_pyjs,b,firefox,original,NA,NA,NA,NA,NA,884,0
python_pyjs,binary_trees,chrome,original,NA,NA,NA,NA,NA,6705,0
python_pyjs,binary_trees,firefox,original,NA,NA,NA,NA,NA,1525,0
python_pyjs,deltablue,chrome,original,NA,NA,NA,NA,NA,7209,0
python_pyjs,deltablue,firefox,original,NA,NA,NA,NA,NA,5856,0
python_pyjs,fib,chrome,original,NA,NA,NA,NA,NA,1371,0
python_pyjs,fib,firefox,original,NA,NA,NA,NA,NA,1100,0
python_pyjs,gcbench,chrome,original,NA,NA,NA,NA,NA,85285,0
python_pyjs,gcbench,firefox,original,NA,NA,NA,NA,NA,20273,0
python_pyjs,nbody,chrome,original,NA,NA,NA,NA,NA,2842,0
python_pyjs,nbody,firefox,original,NA,NA,NA,NA,NA,3328,0
python_pyjs,pystone,chrome,original,NA,NA,NA,NA,NA,1717,0
python_pyjs,pystone,firefox,original,NA,NA,NA,NA,NA,1490,0
python_pyjs,raytrace_simple,chrome,original,NA,NA,NA,NA,NA,43144,0
python_pyjs,raytrace_simple,firefox,original,NA,NA,NA,NA,NA,31100,0
python_pyjs,richards,chrome,original,NA,NA,NA,NA,NA,2683,0
python_pyjs,richards,firefox,original,NA,NA,NA,NA,NA,5530,0
python_pyjs,spectral_norm,chrome,original,NA,NA,NA,NA,NA,4045,0
python_pyjs,spectral_norm,firefox,original,NA,NA,NA,NA,NA,888,0
